Date,Offence category,Incident_Count,Year,Month_Num,Month_Label
2021-01-21,Abduction and kidnapping,0.0,2021,1,Jan-21
2021-01-21,Against justice procedures,262.0,2021,1,Jan-21
2021-01-21,Arson,15.0,2021,1,Jan-21
2021-01-21,Assault,159.0,2021,1,Jan-21
2021-01-21,Betting and gaming offences,1.0,2021,1,Jan-21
2021-01-21,Blackmail and extortion,0.0,2021,1,Jan-21
2021-01-21,Coercive Control,0.0,2021,1,Jan-21
2021-01-21,Disorderly conduct,40.0,2021,1,Jan-21
2021-01-21,Drug offences,203.0,2021,1,Jan-21
2021-01-21,Homicide,0.0,2021,1,Jan-21
2021-01-21,"Intimidation, stalking and harassment",112.0,2021,1,Jan-21
2021-01-21,Liquor offences,24.0,2021,1,Jan-21
2021-01-21,Malicious damage to property,166.0,2021,1,Jan-21
2021-01-21,Other offences,128.0,2021,1,Jan-21
2021-01-21,Other offences against the person,2.0,2021,1,Jan-21
2021-01-21,Pornography offences,1.0,2021,1,Jan-21
2021-01-21,Prohibited and regulated weapons offences,42.0,2021,1,Jan-21
2021-01-21,Robbery,2.0,2021,1,Jan-21
2021-01-21,Sexual offences,41.0,2021,1,Jan-21
2021-01-21,Theft,657.0,2021,1,Jan-21
2021-01-21,Transport regulatory offences,369.0,2021,1,Jan-21
2021-01-22,Abduction and kidnapping,2.0,2021,1,Jan-21
2021-01-22,Against justice procedures,258.0,2021,1,Jan-21
2021-01-22,Arson,13.0,2021,1,Jan-21
2021-01-22,Assault,157.0,2021,1,Jan-21
2021-01-22,Betting and gaming offences,0.0,2021,1,Jan-21
2021-01-22,Blackmail and extortion,0.0,2021,1,Jan-21
2021-01-22,Coercive Control,0.0,2021,1,Jan-21
2021-01-22,Disorderly conduct,49.0,2021,1,Jan-21
2021-01-22,Drug offences,170.0,2021,1,Jan-21
2021-01-22,Homicide,0.0,2021,1,Jan-21
2021-01-22,"Intimidation, stalking and harassment",98.0,2021,1,Jan-21
2021-01-22,Liquor offences,51.0,2021,1,Jan-21
2021-01-22,Malicious damage to property,150.0,2021,1,Jan-21
2021-01-22,Other offences,210.0,2021,1,Jan-21
2021-01-22,Other offences against the person,5.0,2021,1,Jan-21
2021-01-22,Pornography offences,1.0,2021,1,Jan-21
2021-01-22,Prohibited and regulated weapons offences,69.0,2021,1,Jan-21
2021-01-22,Robbery,5.0,2021,1,Jan-21
2021-01-22,Sexual offences,41.0,2021,1,Jan-21
2021-01-22,Theft,535.0,2021,1,Jan-21
2021-01-22,Transport regulatory offences,420.0,2021,1,Jan-21
